shop_id,user_id,order_amount,total_items,payment_method,created_at
16,947,312,2,debit,3/8/17 6:42
64,863,266,2,cash,3/22/17 23:58
68,834,272,2,debit,3/11/17 17:00
64,710,399,3,debit,3/20/17 3:55
43,929,362,2,debit,3/15/17 9:32
39,857,268,2,debit,3/24/17 3:04
70,703,346,2,cash,3/10/17 14:55
69,807,131,1,debit,3/23/17 9:03
100,851,222,2,debit,3/7/17 6:02
49,857,129,1,debit,3/10/17 4:04
51,987,748,4,credit_card,3/17/17 10:33
73,776,495,3,cash,3/27/17 4:02
88,920,352,2,cash,3/16/17 12:36
47,755,145,1,debit,3/17/17 4:29
2,831,94,1,credit_card,3/6/17 7:08
62,966,320,2,credit_card,3/25/17 0:37
69,816,262,2,cash,3/22/17 9:59
70,904,173,1,debit,3/12/17 8:17
70,792,346,2,cash,3/16/17 22:25
25,857,260,2,cash,3/29/17 7:40
25,731,130,1,credit_card,3/7/17 9:52
26,725,352,2,credit_card,3/9/17 21:30
47,921,290,2,debit,3/6/17 7:46
3,858,444,3,debit,3/26/17 7:35
79,814,181,1,cash,3/7/17 6:19
47,864,435,3,debit,3/12/17 0:12
31,867,387,3,cash,3/18/17 3:34
16,975,156,1,debit,3/1/17 17:00
33,775,519,3,cash,3/17/17 0:47
57,917,147,1,cash,3/17/17 4:31
45,778,426,3,credit_card,3/19/17 3:39
19,863,489,3,cash,3/2/17 16:50
63,883,272,2,debit,3/25/17 16:36
54,771,133,1,credit_card,3/19/17 7:16
33,779,692,4,cash,3/4/17 23:12
18,789,624,4,credit_card,3/9/17 10:01
98,707,133,1,credit_card,3/26/17 18:52
2,888,94,1,debit,3/16/17 8:49
63,936,136,1,credit_card,3/15/17 11:03
20,897,254,2,credit_card,3/2/17 1:10
81,731,531,3,credit_card,3/25/17 9:48
6,847,187,1,cash,3/1/17 9:06
86,974,130,1,cash,3/26/17 22:51
72,724,160,1,credit_card,3/27/17 18:28
3,990,444,3,cash,3/16/17 9:31
64,754,266,2,cash,3/3/17 20:57
12,768,201,1,cash,3/10/17 13:59
32,984,303,3,debit,3/21/17 12:21
30,979,306,2,cash,3/2/17 12:43
45,881,142,1,credit_card,3/12/17 14:44
78,878,154350,6,debit,3/27/17 22:51
24,852,280,2,credit_card,3/10/17 14:50
65,918,308,2,debit,3/15/17 14:57
14,941,348,3,cash,3/29/17 7:19
7,876,112,1,debit,3/9/17 6:49
71,815,164,1,credit_card,3/12/17 11:13
98,761,266,2,credit_card,3/2/17 19:17
40,734,483,3,cash,3/1/17 7:05
17,736,704,4,credit_card,3/8/17 21:50
85,866,172,1,credit_card,3/23/17 5:51
6,825,187,1,credit_card,3/21/17 8:05
60,958,177,1,credit_card,3/30/17 20:46
19,968,163,1,cash,3/20/17 22:10
5,772,142,1,cash,3/9/17 6:43
23,960,156,1,debit,3/8/17 14:38
56,705,351,3,credit_card,3/25/17 18:47
1,800,316,2,credit_card,3/13/17 19:55
26,829,176,1,debit,3/7/17 16:42
8,795,660,5,credit_card,3/21/17 10:56
95,992,336,2,credit_card,3/24/17 9:32
77,908,156,1,debit,3/2/17 3:08
65,991,308,2,cash,3/10/17 9:32
56,907,468,4,cash,3/9/17 3:49
9,803,354,3,cash,3/11/17 11:44
74,994,153,1,credit_card,3/9/17 16:55
53,815,112,1,credit_card,3/29/17 13:58
29,724,326,2,credit_card,3/25/17 22:45
60,727,177,1,credit_card,3/1/17 11:08
10,872,148,1,debit,3/19/17 21:12
95,768,504,3,cash,3/4/17 15:50
95,958,168,1,credit_card,3/10/17 9:42
19,933,326,2,debit,3/10/17 14:05
75,816,512,4,cash,3/19/17 3:39
86,806,130,1,cash,3/8/17 4:13
52,812,146,1,credit_card,3/27/17 20:59
81,883,177,1,cash,3/7/17 15:30
7,775,112,1,debit,3/8/17 11:03
1,847,316,2,debit,3/20/17 22:34
50,942,193,1,cash,3/5/17 15:15
6,710,374,2,debit,3/7/17 16:21
43,839,181,1,cash,3/11/17 22:11
3,953,296,2,credit_card,3/25/17 7:24
91,774,320,2,cash,3/10/17 20:22
89,837,392,2,credit_card,3/18/17 9:52
13,912,160,1,cash,3/19/17 18:49
31,727,129,1,debit,3/12/17 22:24
50,873,772,4,debit,3/2/17 21:26
76,744,465,3,debit,3/4/17 5:19
93,993,114,1,debit,3/23/17 4:13
23,921,312,2,debit,3/13/17 18:54
96,933,306,2,cash,3/5/17 13:49
12,727,804,4,cash,3/14/17 16:38
27,767,507,3,cash,3/8/17 19:58
60,745,531,3,debit,3/8/17 7:33
68,996,136,1,credit_card,3/19/17 10:20
79,961,362,2,credit_card,3/12/17 4:50
23,786,312,2,credit_card,3/4/17 11:23
82,798,354,2,cash,3/8/17 0:23
24,782,420,3,credit_card,3/2/17 10:43
72,704,320,2,credit_card,3/17/17 22:02
4,966,128,1,cash,3/8/17 22:47
33,727,173,1,credit_card,3/16/17 20:47
59,994,534,3,credit_card,3/23/17 22:02
79,833,543,3,cash,3/5/17 4:07
4,843,256,2,credit_card,3/21/17 16:30
12,901,201,1,cash,3/7/17 19:56
71,949,164,1,debit,3/5/17 22:17
74,755,153,1,debit,3/2/17 21:31
86,868,130,1,debit,3/17/17 10:22
100,990,333,3,debit,3/18/17 21:52
30,720,306,2,debit,3/24/17 12:13
20,988,127,1,cash,3/13/17 22:53
37,786,142,1,credit_card,3/10/17 1:36
95,703,168,1,credit_card,3/7/17 5:45
10,907,148,1,debit,3/28/17 10:52
3,734,296,2,debit,3/6/17 14:13
91,778,320,2,debit,3/26/17 2:41
17,820,176,1,cash,3/7/17 1:23
61,756,632,4,credit_card,3/5/17 9:56
25,778,130,1,debit,3/20/17 7:32
19,818,815,5,debit,3/7/17 8:48
86,876,390,3,debit,3/30/17 15:15
53,929,224,2,credit_card,3/27/17 5:35
22,994,292,2,cash,3/20/17 3:59
96,981,459,3,credit_card,3/6/17 13:38
11,715,184,1,credit_card,3/9/17 22:48
99,874,195,1,debit,3/24/17 23:58
54,932,399,3,credit_card,3/2/17 2:15
74,956,459,3,debit,3/20/17 18:17
63,911,136,1,debit,3/17/17 22:17
77,727,312,2,credit_card,3/21/17 16:52
68,906,408,3,debit,3/22/17 20:11
2,860,94,1,debit,3/21/17 13:41
77,900,156,1,cash,3/16/17 9:14
53,841,224,2,cash,3/3/17 9:08
79,898,181,1,debit,3/4/17 4:45
95,968,336,2,debit,3/29/17 4:25
87,945,149,1,debit,3/21/17 5:55
49,922,645,5,credit_card,3/11/17 7:41
11,879,368,2,credit_card,3/27/17 10:21
51,890,187,1,debit,3/7/17 0:26
81,924,354,2,debit,3/7/17 3:42
70,909,346,2,debit,3/8/17 16:22
48,806,351,3,credit_card,3/8/17 15:03
21,989,284,2,debit,3/27/17 0:58
41,908,236,2,debit,3/20/17 16:27
13,929,320,2,debit,3/6/17 1:00
3,819,296,2,debit,3/28/17 21:44
82,983,177,1,cash,3/4/17 9:38
45,853,426,3,credit_card,3/4/17 4:05
30,815,153,1,cash,3/27/17 23:54
73,863,330,2,debit,3/21/17 10:34
3,923,148,1,cash,3/7/17 1:14
23,756,156,1,credit_card,3/20/17 10:04
45,865,426,3,cash,3/15/17 1:57
31,793,387,3,credit_card,3/3/17 16:13
21,856,426,3,credit_card,3/11/17 14:06
85,841,344,2,debit,3/19/17 11:30
24,930,420,3,debit,3/23/17 3:36
5,759,142,1,cash,3/14/17 9:38
63,796,408,3,credit_card,3/6/17 23:19
29,758,163,1,credit_card,3/21/17 23:27
26,875,704,4,cash,3/6/17 14:10
71,858,164,1,credit_card,3/21/17 19:05
13,756,160,1,debit,3/22/17 10:23
13,989,640,4,debit,3/20/17 13:38
36,749,260,2,credit_card,3/19/17 2:17
60,878,354,2,debit,3/27/17 12:42
36,799,260,2,cash,3/14/17 8:22
87,866,447,3,credit_card,3/1/17 9:52
91,811,320,2,debit,3/7/17 2:36
11,929,368,2,credit_card,3/16/17 17:43
24,723,280,2,credit_card,3/20/17 2:59
11,793,184,1,debit,3/15/17 10:29
2,977,376,4,debit,3/29/17 12:17
44,783,576,4,debit,3/6/17 2:06
28,714,328,2,credit_card,3/18/17 3:51
60,980,531,3,debit,3/10/17 4:51
50,816,386,2,cash,3/11/17 3:58
88,871,528,3,credit_card,3/3/17 23:30
18,817,156,1,debit,3/10/17 23:41
55,780,171,1,debit,3/5/17 12:54
16,736,156,1,credit_card,3/26/17 3:45
42,792,352,1,cash,3/25/17 21:31
42,819,704,2,cash,3/9/17 14:15
45,761,142,1,cash,3/2/17 12:37
49,925,645,5,credit_card,3/27/17 15:17
93,868,228,2,credit_card,3/12/17 3:22
36,859,520,4,cash,3/12/17 1:00
91,952,320,2,cash,3/16/17 6:12
84,921,612,4,cash,3/28/17 20:47
39,839,402,3,credit_card,3/30/17 18:53
20,886,127,1,debit,3/28/17 0:20
4,994,128,1,credit_card,3/27/17 12:27
89,902,196,1,credit_card,3/18/17 3:11
100,745,111,1,credit_card,3/12/17 3:46
71,726,492,3,cash,3/18/17 15:24
69,765,393,3,cash,3/16/17 11:25
36,836,260,2,debit,3/6/17 19:48
58,793,276,2,cash,3/9/17 1:26
15,801,459,3,credit_card,3/25/17 18:03
29,846,163,1,credit_card,3/5/17 1:31
24,721,280,2,cash,3/23/17 4:12
55,746,342,2,cash,3/21/17 15:18
64,976,133,1,cash,3/9/17 14:23
2,793,470,5,credit_card,3/16/17 1:33
41,930,354,3,debit,3/28/17 12:02
84,814,153,1,debit,3/11/17 2:36
46,722,498,3,debit,3/9/17 3:52
73,832,495,3,debit,3/7/17 21:59
9,785,590,5,debit,3/28/17 20:19
96,849,306,2,cash,3/5/17 8:57
60,759,354,2,debit,3/13/17 0:15
13,919,320,2,cash,3/13/17 13:33
98,742,133,1,debit,3/29/17 16:20
2,894,94,1,credit_card,3/21/17 12:51
45,771,142,1,cash,3/29/17 14:14
4,993,384,3,credit_card,3/19/17 2:21
89,847,392,2,cash,3/14/17 21:16
53,967,112,1,debit,3/4/17 11:13
60,819,177,1,credit_card,3/14/17 12:24
77,822,156,1,credit_card,3/1/17 12:25
99,743,195,1,credit_card,3/11/17 10:31
85,854,516,3,credit_card,3/4/17 4:50
7,962,224,2,credit_card,3/17/17 11:51
95,988,672,4,credit_card,3/25/17 7:24
51,739,374,2,cash,3/9/17 20:35
88,787,704,4,credit_card,3/2/17 5:05
60,870,885,5,debit,3/27/17 20:15
41,813,590,5,credit_card,3/19/17 20:09
19,746,326,2,credit_card,3/21/17 12:58
23,947,624,4,debit,3/30/17 16:11
66,721,322,2,cash,3/10/17 10:10
93,710,114,1,credit_card,3/12/17 9:14
59,841,712,4,credit_card,3/28/17 21:11
24,936,280,2,cash,3/4/17 2:14
8,880,132,1,credit_card,3/11/17 22:58
62,982,480,3,cash,3/9/17 17:17
50,857,193,1,credit_card,3/13/17 7:58
17,774,352,2,debit,3/3/17 22:39
49,875,258,2,debit,3/25/17 3:02
81,809,354,2,credit_card,3/10/17 4:01
71,713,164,1,credit_card,3/13/17 4:29
77,973,468,3,debit,3/23/17 9:42
32,934,202,2,debit,3/7/17 10:12
43,931,362,2,credit_card,3/28/17 22:22
88,709,176,1,cash,3/25/17 8:24
24,727,420,3,debit,3/26/17 12:59
2,843,188,2,credit_card,3/23/17 21:27
62,968,320,2,debit,3/9/17 13:44
93,931,228,2,cash,3/22/17 2:40
79,929,543,3,debit,3/14/17 3:03
45,910,568,4,credit_card,3/9/17 21:30
28,806,328,2,credit_card,3/15/17 3:10
89,742,588,3,cash,3/20/17 13:55
65,972,462,3,credit_card,3/6/17 3:16
60,847,531,3,debit,3/10/17 9:17
72,727,160,1,credit_card,3/11/17 19:37
28,900,164,1,credit_card,3/27/17 11:46
39,853,268,2,cash,3/20/17 13:06
19,975,326,2,debit,3/26/17 23:06
63,800,136,1,credit_card,3/12/17 20:49
18,822,312,2,cash,3/2/17 11:36
57,735,294,2,credit_card,3/20/17 23:56
99,709,195,1,cash,3/25/17 10:26
70,918,346,2,cash,3/29/17 5:35
86,798,390,3,credit_card,3/26/17 4:25
60,852,354,2,credit_card,3/1/17 8:31
22,844,292,2,credit_card,3/25/17 13:49
51,732,187,1,debit,3/7/17 12:27
58,936,552,4,credit_card,3/26/17 14:52
41,787,354,3,cash,3/8/17 10:34
20,788,254,2,debit,3/19/17 3:52
89,953,588,3,credit_card,3/3/17 1:11
26,894,528,3,credit_card,3/19/17 13:03
70,975,173,1,credit_card,3/11/17 15:45
2,878,94,1,credit_card,3/10/17 18:09
84,816,306,2,cash,3/22/17 14:50
83,732,387,3,credit_card,3/3/17 16:00
69,912,131,1,cash,3/9/17 1:39
59,786,534,3,cash,3/9/17 11:04
1,805,316,2,debit,3/14/17 17:37
32,841,202,2,cash,3/29/17 4:13
11,821,184,1,credit_card,3/28/17 3:41
87,938,149,1,cash,3/4/17 19:32
83,992,129,1,cash,3/7/17 21:10
27,785,169,1,credit_card,3/10/17 0:46
42,808,1056,3,credit_card,3/13/17 23:43
2,918,94,1,credit_card,3/25/17 6:10
34,844,244,2,credit_card,3/2/17 9:28
88,763,352,2,cash,3/11/17 16:37
93,915,456,4,cash,3/12/17 7:00
76,940,310,2,debit,3/26/17 20:47
13,816,320,2,cash,3/22/17 6:54
10,999,592,4,cash,3/6/17 20:06
34,810,122,1,cash,3/13/17 23:14
81,870,354,2,cash,3/3/17 20:28
1,930,474,3,cash,3/29/17 22:46
27,713,676,4,debit,3/22/17 2:42
32,817,202,2,cash,3/5/17 23:56
68,762,272,2,debit,3/5/17 13:56
77,945,156,1,cash,3/17/17 19:01
66,708,644,4,credit_card,3/27/17 4:10
37,776,568,4,credit_card,3/30/17 15:39
47,925,145,1,credit_card,3/8/17 11:19
70,803,346,2,debit,3/2/17 16:45
12,842,402,2,debit,3/10/17 21:20
14,857,580,5,debit,3/21/17 10:49
31,813,387,3,debit,3/13/17 4:53
62,773,160,1,credit_card,3/2/17 13:05
26,774,352,2,cash,3/18/17 1:42
48,759,117,1,debit,3/27/17 6:48
45,784,142,1,cash,3/11/17 16:34
50,740,386,2,debit,3/6/17 22:23
45,861,142,1,cash,3/1/17 18:31
99,847,195,1,debit,3/17/17 1:20
30,859,153,1,cash,3/8/17 4:28
41,869,354,3,cash,3/17/17 0:00
75,911,512,4,cash,3/24/17 14:04
43,751,181,1,credit_card,3/23/17 4:20
9,888,236,2,debit,3/5/17 0:01
90,752,178,1,cash,3/30/17 22:04
63,849,136,1,cash,3/10/17 10:02
20,724,381,3,debit,3/3/17 18:10
28,856,492,3,credit_card,3/7/17 19:32
25,730,130,1,cash,3/1/17 20:05
99,870,390,2,credit_card,3/26/17 6:01
90,734,712,4,credit_card,3/16/17 2:09
42,744,352,1,debit,3/12/17 13:09
61,775,158,1,debit,3/17/17 16:19
53,703,336,3,debit,3/13/17 5:05
61,770,316,2,credit_card,3/3/17 23:40
97,783,486,3,credit_card,3/25/17 11:34
82,998,177,1,debit,3/4/17 23:58
86,705,130,1,cash,3/24/17 18:11
84,884,153,1,credit_card,3/16/17 15:39
7,986,112,1,debit,3/8/17 6:16
88,785,528,3,cash,3/12/17 17:45
92,864,450,5,cash,3/28/17 16:17
31,989,258,2,debit,3/30/17 4:34
95,862,336,2,credit_card,3/25/17 11:49
62,852,160,1,debit,3/10/17 19:38
45,771,142,1,cash,3/14/17 18:40
89,723,784,4,cash,3/5/17 9:05
6,854,187,1,credit_card,3/7/17 1:30
7,795,224,2,credit_card,3/28/17 2:59
58,785,138,1,credit_card,3/27/17 6:40
8,778,396,3,credit_card,3/17/17 15:15
13,701,480,3,credit_card,3/27/17 5:50
47,939,145,1,debit,3/30/17 16:02
24,933,140,1,cash,3/26/17 1:49
47,997,145,1,debit,3/23/17 10:32
10,869,444,3,debit,3/15/17 5:44
94,997,268,2,credit_card,3/7/17 17:03
61,894,158,1,debit,3/2/17 22:21
99,980,390,2,credit_card,3/28/17 6:42
98,816,399,3,cash,3/8/17 17:21
38,791,190,1,cash,3/6/17 9:36
66,932,161,1,debit,3/30/17 7:40
83,817,129,1,credit_card,3/12/17 15:35
53,917,224,2,debit,3/15/17 3:56
23,866,156,1,debit,3/3/17 6:52
91,749,160,1,debit,3/17/17 13:15
76,809,310,2,cash,3/4/17 1:14
23,871,312,2,cash,3/2/17 22:00
35,937,328,2,credit_card,3/6/17 13:15
45,910,284,2,credit_card,3/12/17 21:14
14,880,116,1,debit,3/7/17 13:44
63,730,272,2,cash,3/7/17 15:00
1,715,316,2,debit,3/8/17 10:33
91,758,160,1,credit_card,3/6/17 13:23
13,970,320,2,cash,3/21/17 21:40
79,830,181,1,cash,3/20/17 1:12
66,885,322,2,debit,3/30/17 8:28
84,813,306,2,credit_card,3/23/17 8:43
71,745,492,3,debit,3/18/17 14:25
21,836,142,1,credit_card,3/2/17 9:51
87,711,149,1,debit,3/12/17 17:13
84,944,459,3,credit_card,3/21/17 3:20
18,945,156,1,credit_card,3/30/17 12:49
11,980,552,3,credit_card,3/7/17 1:20
7,782,112,1,debit,3/8/17 5:10
57,829,294,2,debit,3/10/17 14:14
45,731,568,4,cash,3/26/17 1:02
93,744,342,3,debit,3/28/17 19:37
46,729,166,1,debit,3/27/17 5:58
46,807,332,2,credit_card,3/13/17 23:26
2,819,188,2,debit,3/26/17 2:58
98,759,266,2,credit_card,3/18/17 4:32
62,758,320,2,debit,3/19/17 5:24
55,891,513,3,cash,3/8/17 19:16
8,749,132,1,cash,3/30/17 8:43
10,965,444,3,debit,3/11/17 3:24
30,727,459,3,debit,3/17/17 22:48
21,968,426,3,cash,3/20/17 7:47
86,948,260,2,cash,3/10/17 11:14
85,992,344,2,credit_card,3/5/17 17:47
91,889,320,2,debit,3/1/17 13:42
12,708,402,2,debit,3/1/17 1:11
3,994,296,2,credit_card,3/8/17 2:12
21,874,284,2,debit,3/7/17 4:50
93,871,228,2,credit_card,3/9/17 15:37
96,997,306,2,debit,3/18/17 22:36
14,850,116,1,cash,3/15/17 0:54
99,783,195,1,debit,3/14/17 14:12
78,800,25725,1,debit,3/15/17 10:16
50,882,386,2,debit,3/15/17 12:59
15,770,306,2,credit_card,3/18/17 19:58
28,966,328,2,credit_card,3/23/17 9:49
59,804,178,1,debit,3/17/17 17:26
39,715,268,2,cash,3/23/17 18:24
95,853,336,2,cash,3/21/17 15:08
44,734,144,1,credit_card,3/3/17 7:48
4,869,256,2,cash,3/23/17 23:29
60,931,177,1,cash,3/5/17 22:10
17,738,176,1,credit_card,3/9/17 2:07
74,920,306,2,credit_card,3/27/17 13:06
91,840,320,2,cash,3/5/17 23:51
88,925,352,2,credit_card,3/9/17 22:01
28,947,328,2,debit,3/29/17 6:09
36,868,260,2,debit,3/27/17 10:03
35,718,164,1,debit,3/22/17 23:43
52,885,292,2,cash,3/10/17 20:03
55,723,342,2,credit_card,3/3/17 5:55
12,961,402,2,debit,3/26/17 18:04
48,772,351,3,credit_card,3/19/17 0:17
93,788,342,3,credit_card,3/12/17 20:04
12,777,402,2,credit_card,3/17/17 11:48
40,833,322,2,credit_card,3/21/17 1:18
54,873,266,2,credit_card,3/10/17 6:42
87,842,298,2,credit_card,3/22/17 20:50
38,890,380,2,credit_card,3/27/17 23:33
14,797,348,3,credit_card,3/29/17 15:48
92,852,180,2,cash,3/24/17 13:44
7,970,224,2,debit,3/8/17 16:54
70,725,346,2,cash,3/5/17 9:17
10,725,444,3,cash,3/26/17 8:24
14,903,232,2,cash,3/2/17 21:58
65,831,462,3,debit,3/4/17 3:51
40,896,322,2,credit_card,3/2/17 11:35
60,764,354,2,cash,3/5/17 8:12
81,744,354,2,debit,3/2/17 20:11
96,882,459,3,credit_card,3/17/17 9:17
82,731,177,1,credit_card,3/21/17 3:36
17,858,176,1,credit_card,3/23/17 2:09
41,934,118,1,cash,3/20/17 15:09
98,912,133,1,credit_card,3/7/17 3:14
65,947,462,3,debit,3/27/17 7:23
80,778,290,2,cash,3/15/17 9:21
90,885,178,1,cash,3/5/17 8:45
83,812,129,1,debit,3/6/17 3:50
15,883,459,3,debit,3/6/17 18:35
81,842,177,1,debit,3/17/17 23:04
42,607,704000,2000,credit_card,3/24/17 4:00
9,902,118,1,debit,3/26/17 15:14
41,799,118,1,credit_card,3/21/17 22:41
49,933,129,1,debit,3/28/17 1:35
79,782,362,2,debit,3/4/17 0:42
43,748,543,3,debit,3/17/17 15:16
58,818,276,2,cash,3/29/17 11:15
32,840,202,2,credit_card,3/21/17 0:28
48,746,234,2,credit_card,3/9/17 1:46
87,924,149,1,debit,3/11/17 11:11
21,768,142,1,credit_card,3/7/17 19:35
52,815,584,4,cash,3/1/17 0:31
40,937,322,2,credit_card,3/17/17 19:30
58,961,276,2,credit_card,3/2/17 2:55
9,989,354,3,debit,3/28/17 20:34
96,709,153,1,credit_card,3/15/17 3:00
30,802,153,1,debit,3/22/17 2:22
49,767,516,4,credit_card,3/21/17 22:37
33,820,519,3,cash,3/22/17 12:52
29,911,815,5,credit_card,3/26/17 0:53
52,994,730,5,credit_card,3/7/17 6:54
99,975,195,1,cash,3/15/17 13:15
41,773,354,3,cash,3/23/17 18:38
80,717,290,2,debit,3/2/17 2:47
73,981,330,2,debit,3/7/17 14:23
17,733,528,3,credit_card,3/12/17 12:25
28,930,328,2,debit,3/23/17 17:04
94,822,402,3,credit_card,3/26/17 14:51
81,766,354,2,cash,3/7/17 15:43
71,828,492,3,debit,3/10/17 15:28
53,753,224,2,cash,3/29/17 0:18
16,727,312,2,debit,3/5/17 0:41
32,726,101,1,cash,3/15/17 11:45
48,966,117,1,credit_card,3/4/17 7:41
70,745,346,2,credit_card,3/18/17 6:34
73,703,165,1,debit,3/18/17 7:55
64,876,399,3,cash,3/27/17 3:32
19,874,163,1,cash,3/3/17 5:27
45,718,284,2,credit_card,3/24/17 16:20
3,946,296,2,debit,3/1/17 10:00
80,753,290,2,credit_card,3/6/17 17:29
76,925,310,2,cash,3/10/17 11:40
81,861,531,3,credit_card,3/13/17 19:36
46,712,166,1,credit_card,3/28/17 23:57
2,962,282,3,debit,3/24/17 15:08
13,722,320,2,debit,3/20/17 11:30
82,853,885,5,debit,3/24/17 20:47
90,737,712,4,debit,3/27/17 13:35
96,985,459,3,cash,3/7/17 22:53
97,923,324,2,cash,3/11/17 1:04
2,970,188,2,credit_card,3/21/17 10:32
12,860,201,1,debit,3/23/17 11:31
22,991,146,1,debit,3/21/17 1:42
88,959,352,2,credit_card,3/11/17 5:56
24,786,420,3,credit_card,3/8/17 12:51
86,846,390,3,debit,3/18/17 5:30
65,701,308,2,credit_card,3/9/17 20:33
79,893,362,2,credit_card,3/14/17 9:40
17,974,176,1,debit,3/22/17 22:16
71,829,164,1,cash,3/1/17 14:49
41,854,118,1,credit_card,3/15/17 21:34
52,712,292,2,credit_card,3/3/17 22:27
86,786,260,2,debit,3/2/17 5:24
1,738,158,1,debit,3/16/17 0:21
81,868,354,2,debit,3/25/17 6:06
97,948,162,1,credit_card,3/25/17 7:03
53,888,112,1,debit,3/13/17 11:28
21,921,426,3,cash,3/3/17 22:16
43,708,181,1,debit,3/11/17 1:30
40,996,322,2,credit_card,3/16/17 21:31
70,720,346,2,credit_card,3/12/17 18:27
46,839,498,3,credit_card,3/21/17 18:59
11,831,552,3,credit_card,3/23/17 20:03
90,828,356,2,cash,3/8/17 21:38
91,922,160,1,credit_card,3/29/17 2:59
80,792,145,1,cash,3/27/17 8:49
89,975,588,3,debit,3/29/17 14:28
45,838,142,1,cash,3/1/17 21:51
22,830,438,3,cash,3/9/17 2:33
55,969,513,3,debit,3/9/17 15:08
40,962,161,1,debit,3/4/17 4:17
84,979,459,3,debit,3/17/17 3:42
95,927,336,2,cash,3/2/17 1:32
55,843,171,1,credit_card,3/28/17 15:04
86,857,260,2,debit,3/1/17 3:47
41,750,118,1,credit_card,3/27/17 10:39
1,734,316,2,debit,3/3/17 3:40
64,875,133,1,cash,3/19/17 1:50
89,838,196,1,credit_card,3/11/17 18:04
78,944,25725,1,debit,3/16/17 16:38
12,950,201,1,debit,3/7/17 16:21
56,800,234,2,debit,3/11/17 21:47
88,837,176,1,debit,3/22/17 3:54
3,998,296,2,debit,3/27/17 16:50
22,802,438,3,cash,3/11/17 1:36
45,880,142,1,cash,3/20/17 21:59
77,992,312,2,credit_card,3/24/17 15:38
4,929,384,3,debit,3/30/17 14:58
18,914,312,2,credit_card,3/1/17 21:04
54,792,133,1,debit,3/2/17 8:48
78,970,25725,1,credit_card,3/17/17 22:32
83,891,258,2,cash,3/23/17 4:06
12,721,402,2,debit,3/19/17 13:15
77,944,156,1,credit_card,3/9/17 4:14
99,815,585,3,debit,3/4/17 13:48
10,897,444,3,credit_card,3/25/17 14:09
100,765,111,1,debit,3/30/17 8:31
75,859,256,2,cash,3/13/17 19:33
10,836,444,3,credit_card,3/2/17 17:32
68,882,272,2,debit,3/29/17 14:18
7,793,224,2,debit,3/30/17 1:57
14,765,116,1,debit,3/24/17 4:56
85,703,344,2,credit_card,3/6/17 3:21
82,759,708,4,debit,3/1/17 5:38
41,834,236,2,credit_card,3/14/17 23:07
22,756,438,3,credit_card,3/13/17 20:34
32,778,101,1,credit_card,3/10/17 6:00
64,733,133,1,credit_card,3/16/17 9:11
67,767,131,1,credit_card,3/25/17 16:02
22,905,292,2,cash,3/13/17 11:46
57,891,294,2,credit_card,3/17/17 1:07
48,784,234,2,credit_card,3/27/17 16:28
84,947,153,1,debit,3/29/17 4:07
44,921,288,2,credit_card,3/28/17 13:44
2,921,94,1,cash,3/10/17 23:37
37,802,284,2,debit,3/30/17 19:29
25,873,130,1,debit,3/21/17 15:08
54,723,133,1,debit,3/28/17 4:39
66,981,161,1,cash,3/30/17 17:30
68,931,272,2,debit,3/7/17 3:41
36,993,260,2,debit,3/26/17 8:42
25,823,130,1,debit,3/28/17 5:12
23,803,156,1,cash,3/8/17 4:19
14,972,348,3,debit,3/5/17 9:50
64,917,266,2,debit,3/14/17 14:15
71,985,328,2,credit_card,3/9/17 12:53
20,953,127,1,cash,3/24/17 10:12
82,723,354,2,credit_card,3/22/17 1:05
71,938,164,1,debit,3/30/17 4:50
94,920,134,1,cash,3/9/17 10:46
23,999,312,2,debit,3/17/17 11:37
16,762,156,1,cash,3/15/17 9:00
10,763,296,2,debit,3/26/17 8:47
89,722,196,1,cash,3/29/17 5:07
76,883,155,1,cash,3/25/17 2:01
24,861,420,3,debit,3/6/17 23:01
50,959,386,2,cash,3/30/17 19:44
95,995,504,3,cash,3/26/17 2:36
52,784,146,1,cash,3/26/17 6:08
68,930,272,2,debit,3/15/17 20:51
11,753,368,2,cash,3/4/17 19:53
95,972,168,1,cash,3/4/17 1:25
6,942,935,5,credit_card,3/12/17 19:49
70,934,173,1,credit_card,3/7/17 13:25
38,725,190,1,debit,3/15/17 9:57
78,775,77175,3,credit_card,3/27/17 9:27
69,819,262,2,credit_card,3/1/17 8:23
73,791,330,2,debit,3/25/17 17:44
5,791,142,1,credit_card,3/3/17 4:12
56,941,234,2,debit,3/21/17 12:02
57,715,294,2,debit,3/1/17 2:31
30,971,153,1,credit_card,3/2/17 10:05
22,718,146,1,cash,3/11/17 10:34
80,798,290,2,credit_card,3/1/17 0:19
59,771,356,2,debit,3/11/17 12:45
67,992,524,4,credit_card,3/12/17 11:43
57,743,294,2,cash,3/1/17 5:37
36,824,260,2,cash,3/5/17 8:29
99,977,195,1,credit_card,3/3/17 20:19
20,809,254,2,debit,3/20/17 0:14
32,861,101,1,credit_card,3/26/17 4:34
54,946,133,1,debit,3/4/17 16:36
2,818,94,1,credit_card,3/9/17 3:36
70,714,173,1,cash,3/18/17 6:53
70,766,346,2,credit_card,3/15/17 20:05
92,871,180,2,cash,3/26/17 16:56
57,980,147,1,credit_card,3/4/17 19:29
82,871,177,1,cash,3/26/17 23:37
99,936,195,1,debit,3/7/17 20:24
